_permit_type,work_description,address,permit_,_permit_type(2),work_description(2),address(2),permit_(2),b_ward
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY MASONRY SINGLE FAMILY RESIDENCE,3615 N Lakewood Ave,100450797,PERMIT - NEW CONSTRUCTION,ERECT NEW 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 3 CAR MASONRY GARAGE WITH ROOF DECK TYPE 3B CONSTRUCTION AS PER PLANS.,3615 N Lakewood Ave,100458140,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENTIAL.,3617 S Rockwell St,100450684,PERMIT - NEW CONSTRUCTION,NEW ONE STORY MASONRY SINGLE FAMILY RESIDENCE WITH TWO CAR FRAME GARAGE PER PLANS,3617 S Rockwell St,100445686,12
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK SINGLE FAMILY RESIDENCE & GARAGE.,3619 N Campbell Ave,100460823,PERMIT - NEW CONSTRUCTION,SELF-CERT FOR NEW MASONRY AND FRAME SFR & NEW FRAME GARAGE*******THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT************,3619 N Campbell Ave,100454242,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK RESIDENCE & 1 SORY FRAME GARAGE,3621 N Campbell Ave,100518925,PERMIT - NEW CONSTRUCTION,SELFCERT - NEW FRAME 2 STORY SFR W/ BASEMENT AND NEW DETACHED 2-CAR FRAME PRIVATE GARAGE WITH ROOF DECK.,3621 N Campbell Ave,100516627,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE & 1 STORY FRAME DETACHED GARAGE,3627 N Campbell Ave,100517141,PERMIT - NEW CONSTRUCTION,NEW 2 STORY FRAME SFR W/ BASEMENT AND NEW FRAME GARAGE WITH ROOF DECK,3627 N Campbell Ave,100516862,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY WITH GARAGE.,3627 N Lakewood Ave,100462596,PERMIT - NEW CONSTRUCTION,CONSTRUCTION OF A NEW THREE STORY SINGLE FAMILY HOME WITH BASEMENT(TYPE IVA CONSTRUCTION) WITH DETACHED GARAGE WITH ROOFTOP DECK(TYPE IIIB CONSTRUCTION) PER PLANS,3627 N Lakewood Ave,100462015,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME SINGLE FAMILY HOME.,3629 N Panama Ave,100468022,PERMIT - NEW CONSTRUCTION,ERECT A NEW CONSTRUCTION SINGLE FAMILY HOME AS PER PLANS.*********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT***********,3629 N Panama Ave,100466433,38
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BUILDING AND GARAGE.,3631 S Marshfield Ave,100529722,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY MASONRY (3B CONST.) SINGLE FAMILY HOME WITH BASEMENT, REAR WOOD DECK AND 2 CAR DETACHED FRAME (4A CONST.)  GARAGE.",3631 S Marshfield Ave,100526906,12
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING & GARAGE,3632 N Hamilton Ave,100457255,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY, IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE",3632 N Hamilton Ave,100458631,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY WITH GARAGE.,3639 N Magnolia Ave,100462597,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW THREE STORY SINGLE FAMILY HOME WITH BASEMENT (TYPE IVA CONSTRUCTION) AND DETACHED GARAGE WITH ROOFTOP TERRACE (TYPE IIIB CONSTRUCTION) AS PER PLANS*********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT************,3639 N Magnolia Ave,100463044,44
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY SINGLE FAMILY RESIDENCE,3640 S Parnell Ave,100456197,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION FOR SINGLE FAMILY RESIDENCE. PROTOTYPE TO PERMIT #,3640 S Parnell Ave,100452108,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO FRAME STORY RESIDENCE AND A DETACHED FRAME GARAGE.,3646 N Hamilton Ave,100513470,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE",3646 N Hamilton Ave,100490923,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY RESIDENTIAL BUILDING WITH GARAGE.,3646 N Lakewood Ave,100481984,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY,IIIB MASONRY SINGLE FAMILY ,RESIDENCE W/ BASEMENT & 2 CAR GARAGE W/ROOF DECK",3646 N Lakewood Ave,100479137,44
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2  STORY BRICK BUILDING & 1 STORY FRAME GARAGE,3649 N Lakewood Ave,100517554,PERMIT - NEW CONSTRUCTION,CONSTRUCTION OF A NEW THREE STORY SINGLE FAMILY HOME WITH BASEMENT (TYPE IV CONSTRUCTION) WITH ATTACHED GARAGE WITH ROOFTOP DECK (TYPE IIIB CONSTRUCTION) AS PER PLANS,3649 N Lakewood Ave,100511254,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,3649 N Paulina St,100492763,PERMIT - NEW CONSTRUCTION,"ERECT NEW TWO STORY FRAME FULLY SPRINKLERED SINGLE FAMILY RESIDENCE WITH BASEMENT; WITH THREE CAR FRAME GARAGE, PER PLANS",3649 N Paulina St,100494100,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY RESIDENCE & 1 STORY FRAME GARAGE,3651 N Campbell Ave,100528774,PERMIT - NEW CONSTRUCTION,"SELF CERTIFIED: NEW 3,582.6 SQ.FT. 2 STORY FRAME SFR W/ BASEMENT &NEW 404 SQ.FT. FRAME GARAGE W/ ROOFDECK.",3651 N Campbell Ave,100530270,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,3651 N Southport Ave,100526975,PERMIT - NEW CONSTRUCTION,"ERECT 4 STORY MIXED USE BUILDING WITH 3 DU AND GROUND FLOOR COMMERCIAL (RETAIL) USE, INCLUDING FENCE (75 LF) AND TRASH ENCLOSURE AS PER PLANS.                                                                    **Certified Plan Corrections Project - Conditional Permit: Subject to field inspections **",3651 N Southport Ave,100526678,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE.,3653 N Greenview Ave,100518718,PERMIT - NEW CONSTRUCTION,"NEW 3 STORY + BASEMENT TYPE 4A, FULLY SPRINKLERED SINGLE FAMILY RESIDENCE WITH A TYPE 3B DETACHED GARAGE PER PLANS**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**",3653 N Greenview Ave,100519404,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME 2 FLAT AND GARAGE.,3717 N Bosworth Ave,100460335,PERMIT - NEW CONSTRUCTION,ERECT 2-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE WITH ROOF DECK. THIS WAS ISSUED USING THE PROTOTYPE PLANS FROM #100341770 ISSUED 7/27/2010.,3717 N Bosworth Ave,100452602,44
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,3725 N Paulina St,100525256,PERMIT - NEW CONSTRUCTION,"ERECT  A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS",3725 N Paulina St,100523779,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING & DETACHED 1 STORY FRAME GARAGE,3727 N Francisco Ave,100470886,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,3727 N Francisco Ave,100478711,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE,3727 S Wallace St,100520832,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND 2 CAR DETACHED GARAGE AS PER PLANS.******THIS PERMIT WILL BE VOID IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********,3727 S Wallace St,100519933,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,3729 N Marshfield Ave,100547258,PERMIT - NEW CONSTRUCTION,"ERECT NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK, AS PER PLANS.",3729 N Marshfield Ave,100542881,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE,3731 N Oakley Ave,100496402,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,3731 N Oakley Ave,100505192,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,3740 N Kenmore Ave,100546563,PERMIT - NEW CONSTRUCTION,"ERECT NEW 3 STORY, III-B, 3DU APARTMENT BUILDING W/BASEMENT, ROOF DECK AND DETACHED GARAGE AS PER PLANS.  **Self-Certification Project  -  Conditional Permit: Subject to audit & field inspections**    ***This permit will be voided in 30 days from the issuing date of this permit if Wrecking Permit is not obtained***",3740 N Kenmore Ave,100547606,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME 2 STORY MULTI FAMILY RESIDENCE WITH GARAGE.,3743 N Kenmore Ave,100484422,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY 3 UNIT MASONRY APARTMENT BUILDING WITH BASEMENT  AND 3 CAR GARAGE WITH A ROOF DECK,3743 N Kenmore Ave,100485420,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,3744 N Janssen Ave,100552781,PERMIT - NEW CONSTRUCTION,THREE STORY FULLY SPRINKLERED III B SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE,3744 N Janssen Ave,100552373,44
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY BUILDING & 1 STORY MASONRY GARAGE,3750 N Wayne Ave,100516065,PERMIT - NEW CONSTRUCTION,"THREE STORY FULLY SPRINKLERED IIIB MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND THREE CAR GARAGE WITH ROOF DECK , PER PLANS",3750 N Wayne Ave,100514336,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUIDING WITH BASMEMENT.,3752 S Emerald Ave,100458047,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND 2 CAR DETACHED GARAGE PER PLANS.,3752 S Emerald Ave,100454590,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MASONRY 2 UNIT RESIDENTIAL BUILDING.,3757 N Bell Ave,100526237,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA FRAME SINGLE FAMILY RESIDENCE  WITH 2 CAR GARAGE ROOF DECK PER PLANS",3757 N Bell Ave,100526276,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING. REAR,3757 N Bell Ave,100526238,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA FRAME SINGLE FAMILY RESIDENCE  WITH 2 CAR GARAGE ROOF DECK PER PLANS",3757 N Bell Ave,100526276,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING BRICK 1 STORY COMMERCIAL BUILDING.,3764 N Clark St,100455064,PERMIT - NEW CONSTRUCTION,NEW 6 DWELLING UNIT 6 CAR GARAGE PER PLANS,3764 N Clark St,100446324,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,3800 N Christiana Ave,100480102,PERMIT - NEW CONSTRUCTION,NEW 2-STY  SINGLE FAMILY HOUSE WITH BASEMENT AND 2-CAR DETACHED GARAGE,3800 N Christiana Ave,100481082,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY MASONRY HOUSE & DETACHED FRAME GARAGE.,3805 S Wallace St,100526500,PERMIT - NEW CONSTRUCTION,"NEW CONSTRUCTION OF A TWO STORY SINGLE FAMILY HOUSE WITH DETACHED GARAGE AND ASSOCIATED MECHANICAL, ELECTRICAL, AND PLUMBING AS PER  PLANS**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**",3805 S Wallace St,100523238,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE WITH FRAME GARAGE.,3806 N Oakley Ave,100489454,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,3806 N Oakley Ave,100491966,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 2 STORY BRICK BUILDING.,3807 N Oakley Ave,100474167,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION SINGLE FAMILY RESIDENCE AND DETACHED GARAGE PER PLANS,3807 N Oakley Ave,100468821,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME,3810 N Oakley Ave,100448347,PERMIT - NEW CONSTRUCTION,NEW FRAME SINGLE FAMILY RESIDENCE AND 2 CAR GARAGE WITH ROOF DECK,3810 N Oakley Ave,100451633,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY RESIDENCE AND DETATCHED FRAME GARAGE,3817 N Hamilton Ave,100517280,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE, AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",3817 N Hamilton Ave,100514146,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,3819 N Claremont Ave,100477337,PERMIT - NEW CONSTRUCTION,"ERECT NEW TWO STORY FRAME RESIDENCE WITH BASEMENT, AND 2 CAR FRAME GARAGE WITH ROOF DECK, PER PLANS",3819 N Claremont Ave,100478813,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE.,3821 N Claremont Ave,100509501,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,3821 N Claremont Ave,100510991,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY FRAME RESIDENCE & GARAGE.,3821 N Wayne Ave,100511200,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY SINGLE FAMILY RESIDENCE W/ BASEMENTE & 2 CAR GARAGE W/ROOF DECK",3821 N Wayne Ave,100506839,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,3828 N Lakewood Ave,100462795,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY SINGLE FAMILY RESIDENCE W/ BASEMENT & 2CAR GARAGE W/ ROOF DECK,3828 N Lakewood Ave,100459654,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY BRICK RESIDENCE AND ONE STORY FRAME GARAGE.,3828 N Oakley Ave,100508033,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,3828 N Oakley Ave,100512683,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE AND ONE STORY DETACHED FRAME GARAGE.,3830 N Lowell Ave,100513697,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE PER PLANS,3830 N Lowell Ave,100503783,45
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & FRAME GARGE,3832 N Paulina St,100511672,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION 2 STORY FRAME WITH BRICK VENEER SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE*******THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT****,3832 N Paulina St,100502175,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,3832 N Seeley Ave,100472638,PERMIT - NEW CONSTRUCTION,ERECT A NEW  TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR GARAGE WITH ROOF DECK,3832 N Seeley Ave,100470278,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME MULTI USE FAMILY WITH GARAGE.,3838 N Seeley Ave,100520538,PERMIT - NEW CONSTRUCTION,ERECT A NEW  TWO STORY  IVA  FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR GARAGE WITH ROOF DECK,3838 N Seeley Ave,100518241,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE,3842 N Damen Ave,100529852,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY  . IIIB MASONRY 3 UNIT APARTMENT BUILDING WITH A 3 CAR GARAGE PER PLAN,3842 N Damen Ave,100519410,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A  STORY FRAME RES & GARAGE.,3844 N Marshfield Ave,100456828,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH TWO CAR GARAGE AND ROOF DECK,3844 N Marshfield Ave,100449618,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,3847 N Hoyne Ave,100479710,PERMIT - NEW CONSTRUCTION,"ERECT NEW TWO STORY 4A CONSTRUCTION CLASS SINGLE FAMILY RESCIDENCE WITH ATTIC, BASEMENT AND DETACHED TWO CAR GARAGE (4B CONSTRUCTION) AS PER PLANS. ZONING UNDER APP #100471114**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**",3847 N Hoyne Ave,100473845,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME MULTI USE STRUCTURE & FRAME GARAGE,3848 N Bell Ave,100456823,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.,3848 N Bell Ave,100457339,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME MULTI UNIT RESIDENCE & 1 STORY FRAME GARAGE,3851 N Hermitage Ave,100489510,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,3851 N Hermitage Ave,100485817,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE & 1 STORY FRAME GARAGE,3851 N Oakley Ave,100507437,PERMIT - NEW CONSTRUCTION,NEW 2 STORY FRAME S.F.R. WITH BASEMENT & NEW WOOD DECK & NEW DETACHED FRAME 2 CAR GARAGE PER PLANS  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,3851 N Oakley Ave,100507583,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE.,3852 N Oakley Ave,100450607,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,3852 N Oakley Ave,100441125,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1.5 STORY SFR WITH 2 CAR GARAGE.,3853 N Ravenswood Ave,100507233,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",3853 N Ravenswood Ave,100502314,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,3857 W Addison St,100540011,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETATCHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT **,3857 W Addison St,100541329,30
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BUILDING AND GARAGE.,3903 W Dakin St,100529727,PERMIT - NEW CONSTRUCTION,ERECT TWO-STORY SINGLE FAMILY RESIDENCE WITH ATTACHED 2-CAR GARAGE AS PER PLANS**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,3903 W Dakin St,100529836,45
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING,3909 N Keeler Ave,100470885,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ATTACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.*****THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,3909 N Keeler Ave,100470734,45
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,3916 N Mozart St,100507576,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION OF SINGLE FAMILY RESIDENTIAL HOUSE.,3916 N Mozart St,100491695,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,3920 N Hoyne Ave,100550782,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 3 CAR GARAGE WITH ROOF DECK PER PLANS,3920 N Hoyne Ave,100542411,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,3921 N Paulina St,100468354,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE AND DETACHED GARAGE AS PER PLAN. *********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******,3921 N Paulina St,100467350,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,3938 N Richmond St,100486946,PERMIT - NEW CONSTRUCTION,ERECT A NEW CONSTRUCTION 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND 2 CAR DETACHED GARAGE AS PER PLANS.,3938 N Richmond St,100479868,33
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE WITH DORMER & 1 STORY GARAGE,3943 N Claremont Ave,100462299,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY IVA FRME SINGLE FAMILY RESIDENCE WITH  BASEMENT AND DETACHED 2 CAR GARAGE,3943 N Claremont Ave,100461989,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,4013 N Greenview Ave,100452499,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR PRIVATE GARAGE AS PER PLANS,4013 N Greenview Ave,100453767,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,4019 N Drake Ave,100454208,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,4019 N Drake Ave,100454092,35
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY SINGLE FAMILY RESIDENCE,4019 N Hermitage Ave,100544931,PERMIT - NEW CONSTRUCTION,"SELF CERT NEW 4,630 SQ. FT. 2-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND 594 SQ. FT. DETACHED 3-CAR GARAGE.",4019 N Hermitage Ave,100541910,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,4111 N Bell Ave,100480621,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY, IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",4111 N Bell Ave,100482055,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE AND A HALF STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,4118 N Oakley Ave,100475670,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  2 CAR GARAGE WITH ROOF DECK PER PLANS",4118 N Oakley Ave,100475529,47
