_permit_type,work_description,address,permit_,issue_date,_permit_type(2),work_description(2),address(2),permit_(2),issue_date(2),b_ward,b_communityarea
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,729 W Aldine Ave,100456591,11/26/2012,PERMIT - NEW CONSTRUCTION,"ERECT A 4 STORY, IIIB MASONRY 4 UNIT BUILDING APARMENT BUILDING WITH BASEMENT AND ATTACHED 4 CAR GARAGE",729 W Aldine Ave,100450137,11/13/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,4329 N Claremont Ave,100454805,11/26/2012,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE AND ROOF DECK,4329 N Claremont Ave,100455367,11/21/2012,47,46
PERMIT - WRECKING/DEMOLITION,TO WRECK AND REMOVE A FRAME SINGLE FAMIKLY RESIDENCE WITH GARAGE.,1928 W Larchmont Ave,100464392,11/28/2012,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK. ISSUED AS A PROTOTYPE BASED ON PERMIT #100417645 ISSUED ON 3319 N. CLAREMONT.",1928 W Larchmont Ave,100463902,11/16/2012,47,46
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1 STORY BUILDING.,2242 W Wellington Ave,100462942,11/30/2012,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION OF SINGLE FAMILY RESIDENCE AND 2 CAR GARAGE,2242 W Wellington Ave,100463487,12/21/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUIDING WITH BASMEMENT.,3752 S Emerald Ave,100458047,12/04/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND 2 CAR DETACHED GARAGE PER PLANS.,3752 S Emerald Ave,100454590,11/09/2012,11,58
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE WITH DORMER & 1 STORY GARAGE,3943 N Claremont Ave,100462299,12/07/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY IVA FRME SINGLE FAMILY RESIDENCE WITH  BASEMENT AND DETACHED 2 CAR GARAGE,3943 N Claremont Ave,100461989,12/06/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,3312 N Seeley Ave,100461412,12/12/2012,PERMIT - NEW CONSTRUCTION,NEW 2 STORY WITH BASEMENT SINGLE FAMILY RESIDENCE WITH  2 CAR FRAME GARAGE (CONDITIONAL PERMIT SELF-CERT PROJECT.),3312 N Seeley Ave,100461540,11/28/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME COACH HOUSE,1838 N Hudson Ave,100466357,12/12/2012,PERMIT - NEW CONSTRUCTION,**SELF CERTIFICATION** ERECT A THREE STORY SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE AS PER PLANS. **ADIMINSTRATIVE ADJUSTMENT APPROVED ON APPLICATION NUMBER 100452982****CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,1838 N Hudson Ave,100464742,12/21/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME SINGLE FAMILY RESIDENCE,1838 N Hudson Ave,100466364,12/12/2012,PERMIT - NEW CONSTRUCTION,**SELF CERTIFICATION** ERECT A THREE STORY SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE AS PER PLANS. **ADIMINSTRATIVE ADJUSTMENT APPROVED ON APPLICATION NUMBER 100452982****CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,1838 N Hudson Ave,100464742,12/21/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,4019 N Drake Ave,100454208,12/13/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,4019 N Drake Ave,100454092,10/24/2012,35,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME SINGLE FAMILY AND DETACHED FRAME GARAGE,1068 N Paulina St,100459166,12/13/2012,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK; DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.*********THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********(**SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **),1068 N Paulina St,100459659,01/11/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2020 W Leland Ave,100468652,12/19/2012,PERMIT - NEW CONSTRUCTION,"ADMINISTRATIVE ADJUSTMENT REQUIRED-ZONING REVIEW, SELF CERT, ERECT SINGLE FAMILY HOME WITH DETACHED GARAGE AND FENCE PER PLANS",2020 W Leland Ave,100463301,01/31/2013,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY HOME AND DETACHED FRAME GARAGE,3010 N Hoyne Ave,100461411,01/07/2013,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RSIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS. APPROVED USING PROTO TYPE #100408994 ISSUED ON 10/06/2011.,3010 N Hoyne Ave,100462225,12/28/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,1920 W Eddy St,100462792,01/07/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN***********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*************,1920 W Eddy St,100463577,12/07/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,2332 W Ohio St,100465876,01/23/2013,PERMIT - NEW CONSTRUCTION,Erect 2 story frame construction single family residence with 2 car garage.INCLUDES SOLAR PANEL INSTALLATION,2332 W Ohio St,100478506,02/20/2013,26,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE & 1 STORY BRICK DETACHED GARAGE,1641 N Claremont Ave,100473800,01/23/2013,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH TWO CAR DETACHED GARAGE WITH ROOF DECK PER PLANS **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,1641 N Claremont Ave,100463647,12/20/2012,32,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE DETACHED FRAME GARAGE,2150 N Rockwell St,100445461,02/01/2013,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ATTACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2150 N Rockwell St,100443909,02/05/2013,1,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY RESIDENTIAL HOUSE.,2547 W Winona St,100465744,02/04/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,2547 W Winona St,100465848,12/27/2012,40,6
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,123 N Desplaines St,100475005,02/08/2013,PERMIT - NEW CONSTRUCTION,"ERECT NEW FOUNDATION, GROUND FLOOR AND 2 STORY PARKING GARAGE FOR A 19 NEW STORY APARTMENT BUILDING WITH GREEN ROOF",123 N Desplaines St,100484108,04/02/2013,42,29
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENTIAL BUILDING & GARAGE,1925 W Superior St,100455022,02/11/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.  (Subject to audit & field inspection),1925 W Superior St,100462165,12/14/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK BUILDING & 1 STORY FRAME GARAGE,724 N Ada St,100472079,02/11/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,724 N Ada St,100475231,02/21/2013,27,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,3832 N Seeley Ave,100472638,02/11/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW  TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR GARAGE WITH ROOF DECK,3832 N Seeley Ave,100470278,01/15/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,3921 N Paulina St,100468354,02/13/2013,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE AND DETACHED GARAGE AS PER PLAN. *********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******,3921 N Paulina St,100467350,02/08/2013,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY MCDONALDS RESTAURANT.,1951 N Western Ave,100477233,02/15/2013,PERMIT - NEW CONSTRUCTION,ERECT ONE STORY RESTAURANT SINGLE TENANT BUILDING WITH PARTIAL BASEMENT.,1951 N Western Ave,100459403,02/07/2013,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RES.,2717 N Racine Ave,100462782,02/20/2013,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY 3 DWELLING UNIT APARMENT BUILDING WITH 3 CAR GARAGE,2717 N Racine Ave,100465158,03/08/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY HOUSE WITH DETACHED GARAGE.,2514 W Huron St,100461151,02/22/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,2514 W Huron St,100469582,01/16/2013,26,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING,3909 N Keeler Ave,100470885,02/26/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ATTACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.*****THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,3909 N Keeler Ave,100470734,02/15/2013,45,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME SINGLE FAMILY HOME AND 2 CAR GARAGE.,4825 N Oak Park Ave,100468021,02/26/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY AND BASEMENT FRAME SINGLE FAMILY HOME WITH REAR WOOD DECK AND 2 CAR FRAME DETACHED GARAGE.********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*********,4825 N Oak Park Ave,100465409,01/30/2013,41,36
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,1731 N Richmond St,100468697,02/26/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.,1731 N Richmond St,100467918,02/11/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE,5243 W Carmen Ave,100475150,03/05/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,5243 W Carmen Ave,100476014,02/21/2013,45,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY FRAME RESIDENCE,1740 W Julian St,100476343,03/07/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION)  WITH ROOF TOP DECK AS PER PLAN.,1740 W Julian St,100475936,03/05/2013,2,25
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY FRAME HOUSE.,2550 W 38th St,100476662,03/08/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW  MASONRY (3B CONST.) 2 STORY (NO BASEMENT) SINGLE FAMILY HOME AS PER PLANS. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,2550 W 38th St,100467389,03/26/2013,12,55
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY FRAME HOUSE.,2552 W 38th St,100476664,03/08/2013,PERMIT - NEW CONSTRUCTION,"ERECT A NEW MASONRY (3B CONST) 2 STORY (NO BASEMENT) SINGLE FAMILY HOME, NO GARAGE AS PER PLANS.",2552 W 38th St,100465741,04/09/2013,12,55
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY BRICK HOUSE.,1402 W Fuller St,100476665,03/11/2013,PERMIT - NEW CONSTRUCTION,ERECT A 1 STORY WITH BASEMENT SINGLE FAMILY HOME AND 2 CAR DETACHED GARAGE AS PER PLANS.,1402 W Fuller St,100474484,04/16/2013,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME SINGLE FAMILY HOME.,1835 W Barry Ave,100472601,03/11/2013,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE WITH ROOF DECK ( ZONING ADJUSMENT),1835 W Barry Ave,100472729,03/05/2013,32,46
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY FRAME HOUSE.,2425 W Pershing Rd,100476667,03/11/2013,PERMIT - NEW CONSTRUCTION,ERECT A 1 STORY MASONRY SINGLE FAMILY HOME AND 2 CAR DETACHED FRAME  GARAGE AS PER PLANS.,2425 W Pershing Rd,100476702,04/19/2013,12,55
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME SINGLE FAMILY RESIDENCE,5813 W Warwick Ave,100465550,03/12/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,5813 W Warwick Ave,100479064,04/29/2013,36,15
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK\FRAME BUILDING.,1036 N Hermitage Ave,100470393,03/12/2013,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",1036 N Hermitage Ave,100471343,02/08/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE & DETACHED GARAGE,1901 W Ohio St,100473797,03/15/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME EXISTING GARAGE WITH MODIFICATIONS/ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,1901 W Ohio St,100474861,03/20/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1317 W Melrose St,100474026,03/18/2013,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY  CONSTRUCTION SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,1317 W Melrose St,100473547,04/10/2013,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY RESIDENCE & 1 STORY FRAME GARAGE,2116 W Leland Ave,100477995,03/18/2013,PERMIT - NEW CONSTRUCTION,"ADMINISTRATIVE ADJUSTMENT REQUIRED-ZONING REVIEW, SELF CERT: ERECT TWO STORY SINGLE FAMILY HOME WITH DETACHED 3 CAR GARAGE AND FENCE PER PLANS",2116 W Leland Ave,100473484,05/14/2013,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME & BRICK GARAGE.,1254 W Barry Ave,100475292,03/18/2013,PERMIT - NEW CONSTRUCTION,"ERECT A TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT, 6' X 27 L.F. WOOD FENCE AT REAR AND DETACHED ONE STORY METAL FRAME GARAGE PER PLANS **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",1254 W Barry Ave,100478009,04/03/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME MULTI FAMILY HOME.,1252 W Barry Ave,100475294,03/18/2013,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT  AND DETACHED GARAGE (conditional approval subject to field inspection),1252 W Barry Ave,100477738,03/14/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY AND DETACHED FRAME GARAGE,4875 N Ashland Ave,100460774,03/18/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY, 3B 5 UNIT APARMENT BUILDING WITH BAWSEMENT ,ROOF DECK",4875 N Ashland Ave,100467004,04/11/2013,47,31
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE AND DETACHED GARAGE,1248 W Grace St,100470571,03/18/2013,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY 3B MASONRY 3 UNIT APARMENT BUILDING WITH 3 CAR GARAGE WITH ROOF DECK AND STAIR AS PER PLANS,1248 W Grace St,100468278,03/15/2013,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGKLE FAMILY RESIDENCE & FRAME GARAGE.,2232 W Oakdale Ave,100479191,03/19/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2232 W Oakdale Ave,100474441,04/03/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY,843 W Lill Ave,100478376,03/19/2013,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY BUILDING WITH 3 CAR GARAGE WITH ROOF DECK,843 W Lill Ave,100481435,04/17/2013,43,68
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1 STORY SINGLE FAMILY MASON BUILDING.,4926 N Hoyne Ave,100479348,03/20/2013,PERMIT - NEW CONSTRUCTION,NEW FRAME S.F.R. W/ OPEN WD. PORCH& MASONRY GARAGE W/ ROOF DECK.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,4926 N Hoyne Ave,100478866,03/25/2013,40,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,3847 N Hoyne Ave,100479710,03/20/2013,PERMIT - NEW CONSTRUCTION,"ERECT NEW TWO STORY 4A CONSTRUCTION CLASS SINGLE FAMILY RESCIDENCE WITH ATTIC, BASEMENT AND DETACHED TWO CAR GARAGE (4B CONSTRUCTION) AS PER PLANS. ZONING UNDER APP #100471114**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**",3847 N Hoyne Ave,100473845,04/09/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 2 STORY SINGLE FAMILY RESIDENCE AND GARAGE.,3330 N Hamilton Ave,100473971,03/21/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.,3330 N Hamilton Ave,100474433,02/21/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME SINGLE FAMILY HOME.,3629 N Panama Ave,100468022,03/21/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW CONSTRUCTION SINGLE FAMILY HOME AS PER PLANS.*********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT***********,3629 N Panama Ave,100466433,03/21/2013,38,17
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE,1756 W Fletcher St,100477348,03/22/2013,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT, AND DETACHED FRAME 2 CAR GARAGE WITH ROOF DECK, PER PLANS.",1756 W Fletcher St,100478792,03/20/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A HUB BUILDING ADJACENT TO RTR A (BUILDING #964).,11601 W Touhy Ave,100480320,03/22/2013,PERMIT - NEW CONSTRUCTION,"NEW AIRPORT TRAFFIC CONTROL TOWER FOR O'HARE INTERNATIONAL AIRPORT.  ADDRESS TBD.",11601 W Touhy Ave,100464961,05/21/2013,0,0
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE.,1453 W Wolfram St,100476504,03/22/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY SINGLE FAMILY RESIDENCE W / BASEMENT & 2 CAR GARAGE WITH ROOF DECK.",1453 W Wolfram St,100475531,03/26/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING,2925 N Fairfield Ave,100470870,03/26/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2925 N Fairfield Ave,100473083,03/06/2013,33,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK MULTI UNIT FAMILY RESIDENCE AND GARAGE.,3515 N Oakley Ave,100479193,03/26/2013,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH BASEMENT AND  2 CAR GARAGE WITH ROOF DECK*********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********,3515 N Oakley Ave,100475082,04/08/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK SINGLE FAMILY AND DETACHED FRAME GARAGE,4241 N Paulina St,100479752,03/26/2013,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE ROOF DECK,4241 N Paulina St,100471185,02/21/2013,47,57
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 2 STORY BRICK SFR.,3301 S Leavitt St,100476420,03/26/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY MASONRY SINGLE FAMILY HOME WITH BASEMENT AS PER PLANS,3301 S Leavitt St,100476481,03/25/2013,25,56
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1824 W Nelson St,100475972,03/26/2013,PERMIT - NEW CONSTRUCTION,NEW FRAME 2 STORY W/ BSMT Single Family Residence with WOOD PORCH & WOOD DECK & NEW FRAME GARAGE W/ ROOF DECK PER PLANS,1824 W Nelson St,100475225,03/28/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SFR WITH DETACHED GARAGE.,1736 N Campbell Ave,100477636,03/27/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1736 N Campbell Ave,100477741,03/01/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,3819 N Claremont Ave,100477337,03/29/2013,PERMIT - NEW CONSTRUCTION,"ERECT NEW TWO STORY FRAME RESIDENCE WITH BASEMENT, AND 2 CAR FRAME GARAGE WITH ROOF DECK, PER PLANS",3819 N Claremont Ave,100478813,03/22/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 2 STORY BRICK BUILDING.,3807 N Oakley Ave,100474167,03/29/2013,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION SINGLE FAMILY RESIDENCE AND DETACHED GARAGE PER PLANS,3807 N Oakley Ave,100468821,03/22/2013,47,46
